location,BHK,total_sqmeter,bath,price
Yelahanka New Town,1,60.39,1,188522.35
Yelahanka New Town,1,41.81,1,177432.8
Yelahanka New Town,3,148.55,3,887164.0
Yelahanka New Town,2,89.19,2,554477.5
Yelahanka New Town,4,194.63,3,1208760.95
Yelahanka New Town,3,112.32,2,720820.75
Yelahanka New Town,3,130.06,2,887164.0
Yelahanka New Town,1,41.81,1,166343.25
Yelahanka New Town,1,46.45,1,199611.9
Yelahanka New Town,3,131.92,2,831716.25
Yelahanka New Town,3,226.4,3,1386193.75
Yelahanka New Town,1,26.38,1,88716.4
Yelahanka New Town,2,204.38,2,1996119.0
Yelahanka New Town,1,45.34,1,221791.0
Yelahanka New Town,2,102.19,2,643193.9
Yelahanka New Town,2,79.9,1,343776.05
Yelahanka New Town,3,167.22,2,499029.75
Yelahanka New Town,2,92.9,2,487940.2
Yelahanka New Town,1,60.39,1,199611.9
Yelahanka New Town,3,132.48,2,682007.32
Yelahanka New Town,3,161.65,3,1663432.5
Yelahanka New Town,2,119.84,2,776268.5
Yelahanka New Town,3,92.9,2,532298.4
Yelenahalli,2,115.2,2,522539.6
Yelenahalli,2,111.48,2,512004.52
Yelenahalli,3,148.64,3,680565.68
Yelenahalli,2,117.06,2,530967.65
Yelenahalli,3,139.35,2,632104.35
Yelenahalli,2,109.16,2,554477.5
Yelenahalli,3,153.29,3,754089.4
Yelenahalli,2,111.48,2,505683.48
Yelenahalli,2,111.48,2,512004.52
Yelenahalli,2,107.77,2,488827.36
Yeshwanthpur,3,232.44,3,1530357.9
Yeshwanthpur,3,157.28,3,1197671.4
Yeshwanthpur,1,61.97,1,408649.92
Yeshwanthpur,4,181.16,4,1441641.5
Yeshwanthpur,2,108.7,2,632104.35
Yeshwanthpur,1,61.78,1,408649.92
Yeshwanthpur,2,107.86,2,710618.36
Yeshwanthpur,3,237.55,3,1563626.55
Yeshwanthpur,3,171.87,3,1108955.0
Yeshwanthpur,1,62.34,1,408649.92
Yeshwanthpur,3,172.05,3,1774328.0
Yeshwanthpur,2,118.68,2,1062545.23
Yeshwanthpur,1,62.06,1,408649.92
Yeshwanthpur,2,110.09,2,841031.47
Yeshwanthpur,2,111.02,2,1108955.0
Yeshwanthpur,3,121.98,3,1064596.8
Yeshwanthpur,2,130.06,2,1108955.0
Yeshwanthpur,3,237.74,3,1563626.55
Yeshwanthpur,3,132.85,3,798447.6
Yeshwanthpur,1,62.52,1,408649.92
Yeshwanthpur,2,66.61,2,548655.49
Yeshwanthpur,4,334.45,5,2439701.0
Yeshwanthpur,2,108.51,2,710618.36
Yeshwanthpur,1,56.21,1,462933.26
Yeshwanthpur,3,128.39,2,844801.92
Yeshwanthpur,1,62.15,1,408649.92
Yeshwanthpur,3,128.67,2,844801.92
Yeshwanthpur,3,281.22,4,2883283.0
Yeshwanthpur,2,111.48,2,698641.65
Yeshwanthpur,3,155.98,3,1021680.24
Yeshwanthpur,1,62.24,1,408649.92
Yeshwanthpur,3,128.3,2,844801.92
Yeshwanthpur,3,155.89,3,1021680.24
Yeshwanthpur,2,115.2,2,887164.0
Yeshwanthpur,3,159.14,3,1219850.5
Yeshwanthpur,2,106.28,2,742999.85
Yeshwanthpur,2,143.16,2,1441641.5
Yeshwanthpur,3,232.35,3,1530357.9
Yeshwanthpur,2,126.53,2,1108955.0
Yeshwanthpur,1,61.87,1,408095.44
Yeshwanthpur,3,172.33,3,1552537.0
Yeshwanthpur,3,232.63,3,1530357.9
Yeshwanthpur,2,108.23,2,942611.75
Yeshwanthpur,2,108.05,2,710618.36
Yeshwanthpur,2,108.23,2,710618.36
Yeshwanthpur,3,169.55,3,1607984.75
Yeshwanthpur,3,128.58,2,844801.92
Yeshwanthpur,1,92.34,2,606265.7
Yeshwanthpur,1,60.39,1,443582.0
Yeshwanthpur,3,172.33,3,1552537.0
Yeshwanthpur,3,139.35,3,1108955.0
Yeshwanthpur,2,108.42,2,710618.36
Yeshwanthpur,2,108.14,2,710618.36
Yeshwanthpur,3,141.21,3,942611.75
Yeshwanthpur,3,155.8,3,1021680.24
Yeshwanthpur,1,62.62,1,408649.92
Yeshwanthpur,3,128.48,2,844801.92
Yeshwanthpur,1,62.43,1,408649.92
Yeshwanthpur,2,107.95,2,710618.36
Yeshwanthpur,2,108.32,2,710618.36
Yeshwanthpur,2,111.02,2,1108955.0
Yeshwanthpur,3,157.19,3,1197671.4
Yeshwanthpur,2,108.6,2,710618.36
Yeshwanthpur,6,232.26,5,2051566.75
Yeshwanthpur,3,232.26,3,1530357.9
Yeshwanthpur,2,107.77,2,710618.36
Yeshwanthpur,3,155.7,3,1021680.24
Yeshwanthpur,3,232.53,3,1530357.9
Yeshwanthpur,3,172.33,3,1497089.25
Yeshwanthpur,3,174.28,3,1774328.0
Yeshwanthpur,3,155.61,3,1021680.24
other,3,257.34,4,3215969.5
other,2,102.19,2,532298.4
other,1,47.38,1,280011.14
other,3,116.13,3,621014.8
other,1,55.74,1,421402.9
other,2,80.73,2,399223.8
other,2,117.99,2,554477.5
other,2,139.35,2,2051566.75
other,2,78.04,2,499029.75
other,3,408.31,3,2661492.0
other,2,78.5,2,609925.25
other,3,233.28,3,2273357.75
other,3,154.22,2,1164402.75
other,3,134.71,2,776268.5
other,2,111.48,2,720820.75
other,3,111.48,3,998059.5
other,2,93.55,2,476850.65
other,2,111.48,2,554477.5
other,2,89.74,2,553368.54
other,2,72.65,2,617466.14
other,3,167.22,3,1330746.0
other,3,131.27,2,831716.25
other,2,87.79,2,598835.7
other,3,173.73,3,1219850.5
other,3,117.06,2,943166.23
other,3,149.76,3,518325.57
other,3,259.66,4,2606044.25
other,3,125.42,2,532298.4
other,3,176.89,3,1663432.5
other,3,185.8,3,1940671.25
other,3,132.39,2,831716.25
other,3,136.57,2,776268.5
other,3,139.35,3,1108955.0
other,2,124.49,2,617687.93
other,3,165.64,3,1275298.25
other,3,84.73,2,776268.5
other,2,112.13,2,482395.42
other,3,167.04,3,986969.95
other,3,146.79,3,1108955.0
other,3,131.46,3,864984.9
other,4,185.8,4,837261.02
other,3,223.43,4,2883283.0
other,2,139.35,2,1275298.25
other,2,106.65,2,665373.0
other,2,103.12,2,609925.25
other,3,139.35,2,720820.75
other,2,100.33,2,432492.45
other,2,98.48,2,665373.0
other,8,241.55,8,1996119.0
other,3,152.73,3,931522.2
other,2,119.38,2,803992.38
other,3,376.25,3,3105074.0
other,2,98.48,2,609925.25
other,2,83.61,2,249514.87
other,2,118.91,2,765178.95
other,3,282.89,3,1885223.5
other,3,136.01,3,510119.3
other,2,65.03,1,288328.3
other,2,83.61,2,1219850.5
other,4,381.92,4,2772387.5
other,2,100.71,2,554477.5
other,2,88.26,2,521208.85
other,4,185.8,4,1330746.0
other,3,144.93,3,1275298.25
other,2,78.97,2,299417.85
other,2,103.4,2,565567.05
other,4,111.48,4,1829775.75
other,2,111.48,2,609925.25
other,3,152.82,3,1053507.25
other,2,111.48,2,876074.45
other,2,114.27,2,532298.4
other,3,125.42,2,1552537.0
other,3,167.22,3,1663432.5
other,3,147.9,3,831716.25
other,3,163.69,3,1386193.75
other,2,88.26,2,554477.5
other,3,111.48,3,998059.5
other,3,188.01,3,3049626.25
other,3,151.34,3,876074.45
other,2,135.64,2,643193.9
other,2,110.09,2,421402.9
other,3,163.51,3,975880.4
other,2,99.31,2,609925.25
other,3,199.74,4,2661492.0
other,3,134.71,3,609925.25
other,3,151.43,3,757305.37
other,4,307.41,4,3604103.75
other,11,464.51,9,3992238.0
other,2,78.97,2,332686.5
other,2,106.84,2,1397283.3
other,2,111.48,2,687552.1
other,4,445.93,4,2606044.25
other,2,111.48,2,820626.7
other,3,136.01,3,621014.8
other,4,185.8,4,1097865.45
other,3,162.86,3,1330746.0
other,2,92.9,2,587746.15
other,2,66.89,2,499029.75
other,3,120.77,3,643193.9
other,2,103.59,2,443582.0
other,4,111.48,3,1829775.75
other,1,65.03,1,454671.55
other,4,148.64,4,887164.0
other,3,148.18,3,1275298.25
other,2,125.7,2,1219850.5
other,1,111.48,2,942611.75
other,2,95.5,2,504574.52
other,3,128.67,2,537621.38
other,3,123.1,2,998059.5
other,3,148.64,2,554477.5
other,2,167.22,1,887164.0
other,2,98.1,2,887164.0
other,2,100.33,2,554477.5
other,2,107.77,2,609925.25
other,3,143.44,3,1330746.0
other,2,111.48,2,720820.75
other,1,50.17,1,399223.8
other,3,146.6,3,1996119.0
other,2,109.62,2,465761.1
other,2,148.64,2,1275298.25
other,1,38.65,1,205156.67
other,2,117.06,2,499029.75
other,3,151.43,3,942611.75
other,1,77.48,1,665373.0
other,3,104.52,4,776268.5
other,4,278.71,5,2883283.0
other,6,200.67,5,2772387.5
other,3,127.74,3,776268.5
other,1,43.57,1,277238.75
other,6,334.45,4,1774328.0
other,2,107.77,2,578874.51
other,3,113.34,2,390684.85
other,3,152.45,3,731910.3
other,2,151.43,2,2217910.0
other,3,192.49,3,1197671.4
other,3,111.48,2,776268.5
other,3,125.42,3,853895.35
other,4,375.88,4,4934849.75
other,3,109.62,2,868755.35
other,2,125.88,2,1275298.25
other,1,55.74,1,554477.5
other,3,174.19,3,1829775.75
other,2,55.74,2,609925.25
other,3,213.68,3,1330746.0
other,2,115.2,2,665373.0
other,3,162.58,3,1330746.0
other,2,114.27,2,482173.63
other,2,88.26,2,487940.2
other,3,101.45,2,1092320.67
other,2,97.08,2,499029.75
other,3,145.86,3,687552.1
other,3,172.33,3,2495148.75
other,3,123.1,3,632104.35
other,2,111.67,2,532298.4
other,2,111.48,2,693096.88
other,1,39.48,1,222123.69
other,2,102.19,2,532298.4
other,1,55.74,1,665373.0
other,2,136.38,2,1552537.0
other,4,399.48,5,6099252.5
other,3,162.58,3,942611.75
other,2,72.0,2,609925.25
other,2,102.66,2,643193.9
other,1,41.34,1,310507.4
other,3,148.83,2,831716.25
other,3,125.6,3,1497089.25
other,3,165.37,3,940726.53
other,4,111.48,3,1053507.25
other,3,183.57,3,2040477.2
other,4,510.96,4,6653730.0
other,3,111.48,3,1053507.25
other,7,232.26,6,1275298.25
other,2,76.46,2,310507.4
other,2,109.62,2,765178.95
other,1,63.73,1,188522.35
other,2,93.0,2,366287.84
other,4,139.35,4,1996119.0
other,3,222.97,2,887164.0
other,2,119.1,2,964790.85
other,3,149.67,2,714610.6
other,3,139.35,2,1053507.25
other,2,120.77,1,1275298.25
other,1,49.24,1,221791.0
other,2,125.42,2,887164.0
other,2,83.61,2,299417.85
other,8,222.97,6,1386193.75
other,2,113.81,2,587746.15
other,2,106.0,2,687552.1
other,7,380.9,7,1552537.0
other,2,109.16,2,535292.58
other,1,88.26,1,443582.0
other,2,112.32,2,554477.5
other,5,390.19,5,2495148.75
other,3,167.22,3,998059.5
other,5,148.64,4,1386193.75
other,3,145.21,3,576656.6
other,2,130.53,2,776268.5
other,3,137.5,3,998059.5
other,3,148.64,3,998059.5
other,4,111.48,4,1497089.25
other,2,111.48,2,388134.25
other,3,139.35,3,1275298.25
other,3,169.45,3,1386193.75
other,1,69.68,1,623787.19
other,2,98.48,2,465761.1
other,3,139.35,3,687552.1
other,2,124.4,2,609925.25
other,3,148.64,3,831716.25
other,2,113.81,2,611145.1
other,2,92.9,2,554477.5
other,4,557.41,5,4435820.0
other,3,222.97,3,1885223.5
other,2,137.5,2,720820.75
other,3,139.35,2,1086775.9
other,3,287.53,3,3881342.5
other,2,84.54,2,338231.27
other,1,111.48,1,310507.4
other,3,139.35,3,1108955.0
other,2,105.26,2,609925.25
other,5,144.93,5,1607984.75
other,5,269.42,5,998059.5
other,3,144.93,3,2084835.4
other,2,79.52,2,443582.0
other,4,1300.63,3,8871640.0
other,1,45.06,1,166343.25
other,3,128.58,3,690657.17
other,3,140.1,3,779040.89
other,4,199.74,4,887164.0
other,3,148.64,3,576656.6
other,2,116.13,2,687552.1
other,3,111.48,3,1441641.5
other,2,97.55,2,742999.85
other,3,148.27,3,1164402.75
other,3,167.22,3,887164.0
other,2,85.93,2,532298.4
other,2,129.6,2,705184.48
other,3,111.48,3,942611.75
other,2,105.17,2,742999.85
other,2,117.24,2,698641.65
other,3,140.75,3,975880.4
other,3,153.75,3,954366.67
other,7,464.51,7,3315775.45
other,2,128.21,2,887164.0
other,3,134.71,3,720820.75
other,2,111.48,2,598835.7
other,4,403.75,5,5544775.0
other,1,47.38,1,280011.14
other,2,109.44,2,521208.85
other,3,204.38,3,2073745.85
other,3,309.27,3,3659551.5
other,4,334.45,4,3326865.0
other,4,325.16,3,4990297.5
other,3,148.18,3,842805.8
other,2,101.54,2,720820.75
other,2,127.0,2,687552.1
other,3,142.6,3,1053507.25
other,2,94.3,2,499029.75
other,2,102.19,2,695314.79
other,2,86.4,2,499029.75
other,3,153.29,2,887164.0
other,3,204.11,4,3105074.0
other,3,115.2,2,510119.3
other,2,102.19,2,665373.0
other,4,148.64,3,1907402.6
other,3,134.71,2,942611.75
other,4,185.8,3,1840865.3
other,2,65.03,2,299417.85
other,2,97.55,2,499029.75
other,3,116.13,3,438037.22
other,3,163.14,3,1108955.0
other,3,142.33,3,1020238.6
other,3,153.29,3,1219850.5
other,2,111.48,2,731910.3
other,2,109.62,2,532298.4
other,3,141.68,2,1352925.1
other,3,133.31,3,776268.5
other,3,144.93,2,731910.3
other,2,99.41,2,465761.1
other,4,222.97,3,2217910.0
other,2,92.9,2,1441641.5
other,2,120.77,2,665373.0
other,2,282.42,1,1996119.0
other,3,121.7,2,554477.5
other,3,129.13,3,1330746.0
other,4,111.48,4,798447.6
other,2,105.44,2,754089.4
other,2,83.61,2,609925.25
other,3,128.02,2,469420.65
other,2,112.41,2,687552.1
other,3,136.01,3,621014.8
other,3,232.26,3,2772387.5
other,3,148.64,3,887164.0
other,3,116.13,3,438037.22
other,2,102.19,2,554477.5
other,2,117.96,2,754089.4
other,3,108.51,3,776268.5
other,2,144.18,2,565567.05
other,4,195.09,4,1718880.25
other,2,120.77,2,720820.75
other,3,140.75,3,1041641.43
other,4,222.97,5,942611.75
other,2,115.48,2,643193.9
other,3,150.13,3,831716.25
other,5,167.22,6,493484.97
other,6,250.84,4,2373163.7
other,3,185.8,3,2328805.5
other,5,222.97,4,3326865.0
other,3,163.51,3,1951760.8
other,1,55.28,1,465761.1
other,2,130.99,2,742999.85
other,2,101.26,2,349099.03
other,2,116.5,2,587746.15
other,7,260.13,7,1386193.75
other,2,108.7,2,953701.3
other,4,204.38,4,2606044.25
other,2,92.9,2,554477.5
other,27,743.22,27,2550596.5
other,2,85.47,2,388134.25
other,4,222.97,3,1574716.1
other,3,136.01,3,621014.8
other,2,118.91,2,443582.0
other,3,185.8,3,942611.75
other,3,153.29,3,1940671.25
other,2,78.04,2,299417.85
other,3,155.15,3,1018686.06
other,2,115.38,2,440255.14
other,3,157.0,2,609925.25
other,3,138.24,3,632104.35
other,3,116.13,2,887164.0
other,3,153.29,4,1774328.0
other,2,74.32,2,554477.5
other,2,113.81,2,1663432.5
other,2,117.06,2,643193.9
other,4,341.42,4,4069864.85
other,2,111.48,2,1663432.5
other,5,125.42,4,1441641.5
other,2,116.13,2,720820.75
other,2,113.81,2,532298.4
other,2,125.42,2,887164.0
other,3,185.8,3,1108955.0
other,3,149.94,3,1219850.5
other,2,110.37,2,809537.15
other,3,137.5,3,998059.5
other,2,63.17,2,465761.1
other,2,222.97,2,1053507.25
other,2,97.08,2,465761.1
other,2,88.72,2,593845.4
other,2,103.59,2,630662.71
other,3,230.32,3,2384253.25
other,2,102.19,2,1175492.3
other,3,157.0,3,831716.25
other,2,99.22,2,444136.48
other,3,178.84,3,1330746.0
other,1,60.39,1,288328.3
other,3,130.99,2,500360.5
other,3,185.8,3,2295536.85
other,2,97.55,2,1219850.5
other,3,104.98,3,421402.9
other,3,204.76,2,3382312.75
other,2,83.61,2,499029.75
other,3,144.0,2,776268.5
other,2,85.1,2,465761.1
other,3,126.16,3,554477.5
other,3,179.86,2,601164.51
other,3,156.54,2,1219850.5
other,2,78.97,2,365955.15
other,3,144.0,3,1219850.5
other,1,46.45,1,221791.0
other,2,106.47,2,426947.67
other,3,293.11,4,4103133.5
other,3,163.97,3,1164402.75
other,2,117.52,2,776268.5
other,2,94.02,2,654283.45
other,3,189.99,4,1707790.7
other,6,222.97,4,3105074.0
other,1,54.06,2,277238.75
other,3,107.58,2,942611.75
other,2,85.93,2,565567.05
other,2,131.46,2,1219850.5
other,2,112.41,2,665373.0
other,2,102.19,2,609925.25
other,4,441.29,5,6653730.0
other,3,170.94,3,1718880.25
other,2,125.42,2,2051566.75
other,2,76.55,2,665373.0
other,3,124.49,2,1108955.0
other,3,150.5,2,1219850.5
other,3,142.42,3,1275298.25
other,3,144.93,3,942611.75
other,3,127.74,2,532963.77
other,1,69.68,1,277238.75
other,3,127.74,2,942611.75
other,2,101.73,2,443582.0
other,3,133.78,2,669032.55
other,2,111.48,2,548932.72
other,2,90.58,2,476850.65
other,5,260.13,4,2217910.0
other,2,83.61,2,465761.1
other,3,139.35,3,975880.4
other,2,93.83,2,510119.3
other,2,105.91,2,842805.8
other,2,111.3,2,931522.2
other,4,371.61,4,5766566.0
other,4,136.57,4,382589.47
other,2,127.28,2,831716.25
other,2,122.26,2,615470.02
other,2,97.55,2,476850.65
other,6,222.97,7,1219850.5
other,2,92.9,1,609925.25
other,2,111.48,2,1386193.75
other,2,111.48,2,554477.5
other,2,121.98,2,646188.08
other,2,86.96,2,465761.1
other,1,97.55,1,776268.5
other,3,111.48,2,887164.0
other,3,136.01,3,621014.8
other,2,116.69,2,665373.0
other,2,94.76,2,410313.35
other,2,77.11,2,377044.7
other,2,112.41,2,443582.0
other,2,141.21,2,687552.1
other,3,213.68,3,887164.0
other,1,37.16,1,155253.7
other,2,87.89,2,421402.9
other,5,146.32,4,1663432.5
other,2,79.9,1,476850.65
other,4,445.93,5,6975326.95
other,2,111.48,2,776268.5
other,3,157.93,3,887164.0
other,2,102.19,2,665373.0
other,5,561.13,4,1885223.5
other,2,120.77,2,876074.45
other,2,121.79,2,532298.4
other,4,325.16,4,3881342.5
other,3,130.06,2,609925.25
other,3,92.9,2,1219850.5
other,3,180.42,3,1131134.1
other,2,92.9,2,587746.15
other,1,74.32,1,1108955.0
other,2,88.26,2,499029.75
other,2,94.95,2,576656.6
other,4,185.8,3,277238.75
other,2,91.97,2,494039.45
other,3,222.97,3,2883283.0
other,3,142.42,3,942611.75
other,3,137.03,3,776268.5
other,2,105.44,2,609925.25
other,5,133.78,5,1219850.5
other,2,134.95,2,1219850.5
other,3,218.97,3,1674522.05
other,2,108.7,2,1164402.75
other,1,27.5,1,253839.8
other,3,131.09,3,1017133.53
other,2,111.48,3,487940.2
other,3,287.53,3,4158581.25
other,2,125.42,2,748544.62
other,3,102.19,3,864984.9
other,2,115.2,2,485611.39
other,4,334.45,4,4047685.75
other,2,109.16,2,535292.58
other,4,371.61,4,1885223.5
other,3,180.69,3,1330746.0
other,3,136.1,2,828611.18
other,3,153.29,3,1829775.75
other,1,32.61,1,177432.8
other,3,144.0,2,1663432.5
other,3,126.35,2,657277.63
other,3,106.84,2,831716.25
other,3,111.48,3,820626.7
other,3,114.18,3,954033.99
other,2,95.69,2,676462.55
other,1,55.74,1,354865.6
other,2,108.23,2,1497089.25
other,2,102.84,2,365955.15
other,3,141.21,3,887164.0
other,4,278.71,4,2661492.0
other,2,97.55,2,421402.9
other,2,122.17,2,998059.5
other,2,112.41,2,798447.6
other,3,112.88,3,467979.01
other,4,2787.07,4,23288055.0
other,3,134.24,3,709731.2
other,2,108.7,2,754089.4
other,2,148.64,2,1219850.5
other,2,88.72,1,377155.6
other,3,127.28,2,831716.25
other,2,110.27,2,499029.75
other,3,183.95,3,2484059.2
other,2,102.19,2,426393.2
other,3,157.93,3,1075686.35
other,3,176.51,3,1774328.0
other,3,126.35,3,609925.25
other,2,102.19,2,831716.25
other,3,179.21,3,1275298.25
other,4,293.66,4,2373163.7
other,2,94.76,2,443582.0
other,3,326.55,3,4657611.0
other,2,97.64,2,365955.15
other,2,102.19,2,776268.5
other,3,135.17,2,621014.8
other,1,40.88,1,310507.4
other,4,390.19,4,2827835.25
other,2,111.48,2,609925.25
other,1,65.03,1,454671.55
other,3,120.77,2,543387.95
other,2,130.06,2,742999.85
other,2,111.48,2,587746.15
other,3,142.6,3,609925.25
other,3,278.71,3,2772387.5
other,2,102.19,2,676462.55
other,1,117.06,1,454671.55
other,1,139.35,1,415858.12
other,1,55.74,1,188522.35
other,3,126.35,2,720820.75
other,2,108.23,2,831716.25
other,3,118.17,4,831716.25
other,2,89.65,2,499029.75
other,5,148.64,5,1552537.0
other,2,72.46,2,277238.75
other,3,92.9,2,720820.75
other,2,104.14,2,484835.13
other,3,222.97,4,3604103.75
other,2,62.62,1,220682.04
other,2,135.92,1,1574716.1
other,3,121.33,2,643193.9
other,3,223.06,3,2051566.75
other,3,174.19,2,2606044.25
other,2,113.81,2,521208.85
other,1,82.68,1,831716.25
other,2,103.12,2,565567.05
other,2,120.77,2,598835.7
other,3,222.97,3,3215969.5
other,2,89.19,2,354865.6
other,3,157.0,3,1108955.0
other,2,74.23,2,421402.9
other,3,125.88,3,676462.55
other,2,125.42,2,998059.5
other,3,135.64,3,975880.4
other,3,156.54,3,1053507.25
other,1,74.32,1,576656.6
other,4,371.61,5,3105074.0
other,2,102.19,2,587746.15
other,2,73.58,2,776268.5
other,5,185.8,4,1142223.65
other,2,106.56,2,598835.7
other,5,222.97,5,2606044.25
other,3,195.09,3,831716.25
other,3,112.88,2,515664.07
other,1,42.9,1,351538.73
other,3,139.35,2,942611.75
other,2,98.94,2,554477.5
other,2,111.95,2,467757.22
other,2,117.06,2,831716.25
other,2,111.39,2,554477.5
other,2,99.41,2,365955.15
other,3,261.98,3,3160521.75
other,3,181.16,3,1441641.5
other,2,123.19,2,689437.32
other,3,125.42,2,1552537.0
other,4,376.35,4,3825894.75
other,3,195.09,3,1885223.5
other,3,184.97,3,1774328.0
other,2,114.64,2,676462.55
other,3,111.48,3,731910.3
other,3,206.24,4,720820.75
other,4,278.71,4,3792626.1
other,6,222.97,6,2716939.75
other,2,99.31,2,609925.25
other,2,127.74,2,1164402.75
other,3,157.28,3,1197671.4
other,2,107.77,2,462988.71
other,2,83.61,2,499029.75
other,2,109.16,2,532298.4
other,2,111.48,2,554477.5
other,2,55.74,2,255059.65
other,2,126.72,2,776268.5
other,3,106.84,2,859440.12
other,2,106.47,2,438037.22
other,2,103.12,2,454671.55
other,2,107.4,2,548932.72
other,2,98.29,2,665373.0
other,1,83.61,1,332686.5
other,3,155.33,3,1663432.5
other,3,139.35,2,720820.75
other,2,130.06,2,720820.75
other,3,116.13,3,1541447.45
other,2,136.38,3,1441641.5
other,2,108.32,2,587746.15
other,2,83.61,2,510119.3
other,3,110.55,3,609925.25
other,3,137.5,2,1607984.75
other,3,139.35,3,720820.75
other,2,76.18,2,266149.2
other,3,211.82,3,3160521.75
other,3,185.8,3,2217910.0
other,3,95.97,2,354865.6
other,3,135.64,2,809537.15
other,3,100.33,2,831716.25
other,3,222.97,2,1663432.5
other,2,99.41,2,388134.25
other,2,104.52,2,831716.25
other,3,148.27,3,1053507.25
other,3,152.27,3,1364014.65
other,2,85.47,2,410313.35
other,3,161.65,3,2206820.45
other,3,127.46,2,998059.5
other,2,82.22,2,443582.0
other,5,575.99,5,7984476.0
other,3,138.42,2,660937.18
other,4,153.29,4,1097865.45
other,2,85.93,2,698641.65
other,4,111.48,3,1053507.25
other,2,111.48,2,876074.45
other,3,232.26,3,2994178.5
other,4,147.16,3,1607984.75
other,3,145.86,3,1275298.25
other,3,278.71,3,4435820.0
other,6,222.97,6,1441641.5
other,3,156.08,3,942611.75
other,2,136.01,2,621014.8
other,3,162.58,3,1996119.0
other,2,139.35,1,1774328.0
other,6,195.09,6,3049626.25
other,2,111.48,2,554477.5
other,1,65.5,1,404768.57
other,3,124.49,3,853895.35
other,3,167.22,3,776268.5
other,2,85.93,2,465761.1
other,2,114.27,2,632104.35
other,1,117.06,1,454671.55
other,2,111.48,2,1386193.75
other,4,117.99,2,1940671.25
other,3,111.48,3,1441641.5
other,2,102.19,2,438037.22
other,4,288.0,5,4269476.75
other,2,113.25,2,443582.0
other,4,111.48,4,1663432.5
other,3,302.77,3,2994178.5
other,4,297.29,3,2107014.5
other,2,90.12,2,443582.0
other,1,55.37,1,465761.1
other,16,929.02,16,6099252.5
other,4,111.48,4,1219850.5
other,3,177.44,3,2107014.5
other,3,130.53,2,776268.5
other,3,167.22,3,720820.75
other,3,162.58,3,1652342.95
other,3,126.35,2,720820.75
other,2,91.51,2,698641.65
other,2,120.77,2,1430551.95
other,3,138.42,2,975880.4
other,2,57.6,1,277238.75
other,4,411.37,4,2827835.25
other,2,120.87,2,609925.25
other,1,60.39,1,332686.5
other,3,139.35,2,997948.6
other,4,125.42,4,1607984.75
other,1,84.54,1,465761.1
other,3,116.13,3,432492.45
other,3,185.8,3,942611.75
other,1,49.42,1,249403.98
other,3,98.48,3,687552.1
other,2,83.8,2,465761.1
other,2,144.0,2,1774328.0
other,3,127.65,2,776268.5
other,4,199.28,4,1386193.75
other,2,100.33,2,609925.25
other,2,92.9,2,887164.0
other,2,115.2,2,583310.33
other,3,139.35,2,1075686.35
other,3,173.26,4,1552537.0
other,2,111.48,2,543387.95
other,4,325.16,4,2716939.75
other,2,111.76,2,663820.46
other,3,148.64,3,842805.8
other,2,105.35,2,443582.0
other,3,122.63,2,809537.15
other,6,199.74,6,2273357.75
other,2,102.19,2,622123.76
other,5,222.97,5,1330746.0
other,2,62.71,3,576656.6
other,3,167.32,3,1541447.45
other,3,125.42,2,720820.75
other,4,277.78,4,3593014.2
other,2,222.97,2,1774328.0
other,3,116.13,3,443582.0
other,2,106.84,2,831716.25
other,3,111.48,3,1829775.75
other,3,130.06,2,687552.1
other,3,138.24,2,665373.0
other,9,418.06,9,1840865.3
other,3,172.15,3,909343.1
other,2,79.99,2,388134.25
other,2,116.69,2,696423.74
other,3,129.13,2,887164.0
other,3,144.0,2,998059.5
other,3,121.7,2,419517.68
other,2,100.33,2,432492.45
other,4,139.35,4,1219850.5
other,3,142.23,3,798447.6
other,3,170.85,3,1829775.75
other,2,111.48,2,609925.25
other,2,83.61,2,776268.5
other,3,139.35,3,1652342.95
other,3,153.29,2,576656.6
other,2,102.19,2,421402.9
other,1,69.68,2,554477.5
other,2,55.74,3,831716.25
other,3,149.11,2,942611.75
other,2,111.95,2,665373.0
other,2,111.48,3,511671.84
other,1,139.35,1,216246.22
